"student_code","full_name","class_name","gender","dob","email","login_password","current_address"
"CMS100579","Lim Ath","10C","male","2010-03-19","lim.ath.10c@school.edu","ath19032010","Village 03 10C Svay Dangkum Banteay Meanchey"
"CMS100580","Keo Ath","10D","female","2010-04-20","keo.ath.10d@school.edu","ath20042010","Village 04 10D Preaek Pra Kampot"
"CMS100581","Phan Ath","10E","male","2010-05-21","phan.ath.10e@school.edu","ath21052010","Village 05 10E Ta Khmau Phnom Penh"
"CMS100582","Meas Ath","10F","female","2010-06-22","meas.ath.10f@school.edu","ath22062010","Village 06 10F Boeng Keng Kang Kandal"
"CMS100583","Ouk Ath","10A","male","2010-07-23","ouk.ath.10a@school.edu","ath23072010","Village 07 10A Tuek Thla Takeo"
"CMS100584","Chhim Ath","10B","female","2010-08-24","chhim.ath.10b@school.edu","ath24082010","Village 08 10B Prek Eng Kampong Cham"
"CMS100585","Yin Ath","10C","male","2010-09-25","yin.ath.10c@school.edu","ath25092010","Village 01 10C Chbar Ampov Siem Reap"
"CMS100586","Touch Ath","10D","female","2010-10-26","touch.ath.10d@school.edu","ath26102010","Village 02 10D Sala Kamreuk Battambang"
"CMS100587","Ngov Ath","10E","male","2010-11-27","ngov.ath.10e@school.edu","ath27112010","Village 03 10E Svay Dangkum Banteay Meanchey"
"CMS100588","Suon Ath","10F","female","2010-12-28","suon.ath.10f@school.edu","ath28122010","Village 04 10F Preaek Pra Kampot"
"CMS100589","Prak Ath","10A","male","2010-01-01","prak.ath.10a@school.edu","ath01012010","Village 05 10A Ta Khmau Phnom Penh"
"CMS100590","Kim Ath","10B","female","2010-02-02","kim.ath.10b@school.edu","ath02022010","Village 06 10B Boeng Keng Kang Kandal"
"CMS100591","Chhay Ath","10C","male","2010-03-03","chhay.ath.10c@school.edu","ath03032010","Village 07 10C Tuek Thla Takeo"
"CMS100592","Nou Ath","10D","female","2010-04-04","nou.ath.10d@school.edu","ath04042010","Village 08 10D Prek Eng Kampong Cham"
"CMS100593","Heng Ath","10E","male","2010-05-05","heng.ath.10e@school.edu","ath05052010","Village 01 10E Chbar Ampov Siem Reap"
"CMS100594","Pen Ath","10F","female","2010-06-06","pen.ath.10f@school.edu","ath06062010","Village 02 10F Sala Kamreuk Battambang"
"CMS100595","Sam Ath","10A","male","2010-07-07","sam.ath.10a@school.edu","ath07072010","Village 03 10A Svay Dangkum Banteay Meanchey"
"CMS100596","Korng Ath","10B","female","2010-08-08","korng.ath.10b@school.edu","ath08082010","Village 04 10B Preaek Pra Kampot"
"CMS100597","Ros Ath","10C","male","2010-09-09","ros.ath.10c@school.edu","ath09092010","Village 05 10C Ta Khmau Phnom Penh"
"CMS100598","Chin Ath","10D","female","2010-10-10","chin.ath.10d@school.edu","ath10102010","Village 06 10D Boeng Keng Kang Kandal"
"CMS100599","Mao Ath","10E","male","2010-11-11","mao.ath.10e@school.edu","ath11112010","Village 07 10E Tuek Thla Takeo"
"CMS100600","Lay Ath","10F","female","2010-12-12","lay.ath.10f@school.edu","ath12122010","Village 08 10F Prek Eng Kampong Cham"
"CMS100601","Vannak Ath","10A","male","2010-01-13","vannak.ath.10a@school.edu","ath13012010","Village 01 10A Chbar Ampov Siem Reap"
"CMS100602","Sreypov Ath","10B","female","2010-02-14","sreypov.ath.10b@school.edu","ath14022010","Village 02 10B Sala Kamreuk Battambang"
"CMS100603","Rith Ath","10C","male","2010-03-15","rith.ath.10c@school.edu","ath15032010","Village 03 10C Svay Dangkum Banteay Meanchey"
"CMS100604","Borey Ath","10D","female","2010-04-16","borey.ath.10d@school.edu","ath16042010","Village 04 10D Preaek Pra Kampot"
"CMS100605","Visal Ath","10E","male","2010-05-17","visal.ath.10e@school.edu","ath17052010","Village 05 10E Ta Khmau Phnom Penh"
"CMS100606","Malis Ath","10F","female","2010-06-18","malis.ath.10f@school.edu","ath18062010","Village 06 10F Boeng Keng Kang Kandal"
"CMS100607","Rattanak Ath","10A","male","2010-07-19","rattanak.ath.10a@school.edu","ath19072010","Village 07 10A Tuek Thla Takeo"
"CMS100608","Sothea Ath","10B","female","2010-08-20","sothea.ath.10b@school.edu","ath20082010","Village 08 10B Prek Eng Kampong Cham"
"CMS100609","Sok Chanraksmey","10C","male","2010-09-21","sok.chanraksmey.10c@school.edu","chanraksmey21092010","Village 01 10C Chbar Ampov Siem Reap"
"CMS100610","Chan Chanraksmey","10D","female","2010-10-22","chan.chanraksmey.10d@school.edu","chanraksmey22102010","Village 02 10D Sala Kamreuk Battambang"
"CMS100611","Lim Chanraksmey","10E","male","2010-11-23","lim.chanraksmey.10e@school.edu","chanraksmey23112010","Village 03 10E Svay Dangkum Banteay Meanchey"
"CMS100612","Keo Chanraksmey","10F","female","2010-12-24","keo.chanraksmey.10f@school.edu","chanraksmey24122010","Village 04 10F Preaek Pra Kampot"
"CMS100613","Phan Chanraksmey","10A","male","2010-01-25","phan.chanraksmey.10a@school.edu","chanraksmey25012010","Village 05 10A Ta Khmau Phnom Penh"
"CMS100614","Meas Chanraksmey","10B","female","2010-02-26","meas.chanraksmey.10b@school.edu","chanraksmey26022010","Village 06 10B Boeng Keng Kang Kandal"
"CMS100615","Ouk Chanraksmey","10C","male","2010-03-27","ouk.chanraksmey.10c@school.edu","chanraksmey27032010","Village 07 10C Tuek Thla Takeo"
"CMS100616","Chhim Chanraksmey","10D","female","2010-04-28","chhim.chanraksmey.10d@school.edu","chanraksmey28042010","Village 08 10D Prek Eng Kampong Cham"
"CMS100617","Yin Chanraksmey","10E","male","2010-05-01","yin.chanraksmey.10e@school.edu","chanraksmey01052010","Village 01 10E Chbar Ampov Siem Reap"
"CMS100618","Touch Chanraksmey","10F","female","2010-06-02","touch.chanraksmey.10f@school.edu","chanraksmey02062010","Village 02 10F Sala Kamreuk Battambang"
"CMS100619","Ngov Chanraksmey","10A","male","2010-07-03","ngov.chanraksmey.10a@school.edu","chanraksmey03072010","Village 03 10A Svay Dangkum Banteay Meanchey"
"CMS100620","Suon Chanraksmey","10B","female","2010-08-04","suon.chanraksmey.10b@school.edu","chanraksmey04082010","Village 04 10B Preaek Pra Kampot"
"CMS100621","Prak Chanraksmey","10C","male","2010-09-05","prak.chanraksmey.10c@school.edu","chanraksmey05092010","Village 05 10C Ta Khmau Phnom Penh"
"CMS100622","Kim Chanraksmey","10D","female","2010-10-06","kim.chanraksmey.10d@school.edu","chanraksmey06102010","Village 06 10D Boeng Keng Kang Kandal"
"CMS100623","Chhay Chanraksmey","10E","male","2010-11-07","chhay.chanraksmey.10e@school.edu","chanraksmey07112010","Village 07 10E Tuek Thla Takeo"
"CMS100624","Nou Chanraksmey","10F","female","2010-12-08","nou.chanraksmey.10f@school.edu","chanraksmey08122010","Village 08 10F Prek Eng Kampong Cham"
"CMS100625","Heng Chanraksmey","10A","male","2010-01-09","heng.chanraksmey.10a@school.edu","chanraksmey09012010","Village 01 10A Chbar Ampov Siem Reap"
"CMS100626","Pen Chanraksmey","10B","female","2010-02-10","pen.chanraksmey.10b@school.edu","chanraksmey10022010","Village 02 10B Sala Kamreuk Battambang"
"CMS100627","Sam Chanraksmey","10C","male","2010-03-11","sam.chanraksmey.10c@school.edu","chanraksmey11032010","Village 03 10C Svay Dangkum Banteay Meanchey"
"CMS100628","Korng Chanraksmey","10D","female","2010-04-12","korng.chanraksmey.10d@school.edu","chanraksmey12042010","Village 04 10D Preaek Pra Kampot"
"CMS100629","Ros Chanraksmey","10E","male","2010-05-13","ros.chanraksmey.10e@school.edu","chanraksmey13052010","Village 05 10E Ta Khmau Phnom Penh"
"CMS100630","Chin Chanraksmey","10F","female","2010-06-14","chin.chanraksmey.10f@school.edu","chanraksmey14062010","Village 06 10F Boeng Keng Kang Kandal"
"CMS100631","Mao Chanraksmey","10A","male","2010-07-15","mao.chanraksmey.10a@school.edu","chanraksmey15072010","Village 07 10A Tuek Thla Takeo"
"CMS100632","Lay Chanraksmey","10B","female","2010-08-16","lay.chanraksmey.10b@school.edu","chanraksmey16082010","Village 08 10B Prek Eng Kampong Cham"
"CMS100633","Vannak Chanraksmey","10C","male","2010-09-17","vannak.chanraksmey.10c@school.edu","chanraksmey17092010","Village 01 10C Chbar Ampov Siem Reap"
"CMS100634","Sreypov Chanraksmey","10D","female","2010-10-18","sreypov.chanraksmey.10d@school.edu","chanraksmey18102010","Village 02 10D Sala Kamreuk Battambang"
"CMS100635","Rith Chanraksmey","10E","male","2010-11-19","rith.chanraksmey.10e@school.edu","chanraksmey19112010","Village 03 10E Svay Dangkum Banteay Meanchey"
"CMS100636","Borey Chanraksmey","10F","female","2010-12-20","borey.chanraksmey.10f@school.edu","chanraksmey20122010","Village 04 10F Preaek Pra Kampot"
"CMS100637","Visal Chanraksmey","10A","male","2010-01-21","visal.chanraksmey.10a@school.edu","chanraksmey21012010","Village 05 10A Ta Khmau Phnom Penh"
"CMS100638","Malis Chanraksmey","10B","female","2010-02-22","malis.chanraksmey.10b@school.edu","chanraksmey22022010","Village 06 10B Boeng Keng Kang Kandal"
"CMS100639","Rattanak Chanraksmey","10C","male","2010-03-23","rattanak.chanraksmey.10c@school.edu","chanraksmey23032010","Village 07 10C Tuek Thla Takeo"
"CMS100640","Sothea Chanraksmey","10D","female","2010-04-24","sothea.chanraksmey.10d@school.edu","chanraksmey24042010","Village 08 10D Prek Eng Kampong Cham"
"CMS100641","Sok Sopheak","10E","male","2010-05-25","sok.sopheak.10e@school.edu","sopheak25052010","Village 01 10E Chbar Ampov Siem Reap"
"CMS100642","Chan Sopheak","10F","female","2010-06-26","chan.sopheak.10f@school.edu","sopheak26062010","Village 02 10F Sala Kamreuk Battambang"
"CMS100643","Lim Sopheak","10A","male","2010-07-27","lim.sopheak.10a@school.edu","sopheak27072010","Village 03 10A Svay Dangkum Banteay Meanchey"
"CMS100644","Keo Sopheak","10B","female","2010-08-28","keo.sopheak.10b@school.edu","sopheak28082010","Village 04 10B Preaek Pra Kampot"
"CMS100645","Phan Sopheak","10C","male","2010-09-01","phan.sopheak.10c@school.edu","sopheak01092010","Village 05 10C Ta Khmau Phnom Penh"
"CMS100646","Meas Sopheak","10D","female","2010-10-02","meas.sopheak.10d@school.edu","sopheak02102010","Village 06 10D Boeng Keng Kang Kandal"
"CMS100647","Ouk Sopheak","10E","male","2010-11-03","ouk.sopheak.10e@school.edu","sopheak03112010","Village 07 10E Tuek Thla Takeo"
"CMS100648","Chhim Sopheak","10F","female","2010-12-04","chhim.sopheak.10f@school.edu","sopheak04122010","Village 08 10F Prek Eng Kampong Cham"
"CMS100649","Yin Sopheak","10A","male","2010-01-05","yin.sopheak.10a@school.edu","sopheak05012010","Village 01 10A Chbar Ampov Siem Reap"
"CMS100650","Touch Sopheak","10B","female","2010-02-06","touch.sopheak.10b@school.edu","sopheak06022010","Village 02 10B Sala Kamreuk Battambang"
"CMS100651","Ngov Sopheak","10C","male","2010-03-07","ngov.sopheak.10c@school.edu","sopheak07032010","Village 03 10C Svay Dangkum Banteay Meanchey"
"CMS100652","Suon Sopheak","10D","female","2010-04-08","suon.sopheak.10d@school.edu","sopheak08042010","Village 04 10D Preaek Pra Kampot"
"CMS100653","Prak Sopheak","10E","male","2010-05-09","prak.sopheak.10e@school.edu","sopheak09052010","Village 05 10E Ta Khmau Phnom Penh"
"CMS100654","Kim Sopheak","10F","female","2010-06-10","kim.sopheak.10f@school.edu","sopheak10062010","Village 06 10F Boeng Keng Kang Kandal"
"CMS100655","Chhay Sopheak","10A","male","2010-07-11","chhay.sopheak.10a@school.edu","sopheak11072010","Village 07 10A Tuek Thla Takeo"
"CMS100656","Nou Sopheak","10B","female","2010-08-12","nou.sopheak.10b@school.edu","sopheak12082010","Village 08 10B Prek Eng Kampong Cham"
"CMS100657","Heng Sopheak","10C","male","2010-09-13","heng.sopheak.10c@school.edu","sopheak13092010","Village 01 10C Chbar Ampov Siem Reap"
"CMS100658","Pen Sopheak","10D","female","2010-10-14","pen.sopheak.10d@school.edu","sopheak14102010","Village 02 10D Sala Kamreuk Battambang"
"CMS100659","Sam Sopheak","10E","male","2010-11-15","sam.sopheak.10e@school.edu","sopheak15112010","Village 03 10E Svay Dangkum Banteay Meanchey"
"CMS100660","Korng Sopheak","10F","female","2010-12-16","korng.sopheak.10f@school.edu","sopheak16122010","Village 04 10F Preaek Pra Kampot"
"CMS100661","Ros Sopheak","10A","male","2010-01-17","ros.sopheak.10a@school.edu","sopheak17012010","Village 05 10A Ta Khmau Phnom Penh"
"CMS100662","Chin Sopheak","10B","female","2010-02-18","chin.sopheak.10b@school.edu","sopheak18022010","Village 06 10B Boeng Keng Kang Kandal"
"CMS100663","Mao Sopheak","10C","male","2010-03-19","mao.sopheak.10c@school.edu","sopheak19032010","Village 07 10C Tuek Thla Takeo"
"CMS100664","Lay Sopheak","10D","female","2010-04-20","lay.sopheak.10d@school.edu","sopheak20042010","Village 08 10D Prek Eng Kampong Cham"
"CMS100665","Vannak Sopheak","11E","male","2009-05-21","vannak.sopheak.11e@school.edu","sopheak21052009","Village 01 11E Chbar Ampov Siem Reap"
"CMS100666","Sreypov Sopheak","11F","female","2009-06-22","sreypov.sopheak.11f@school.edu","sopheak22062009","Village 02 11F Sala Kamreuk Battambang"
"CMS100667","Rith Sopheak","11A","male","2009-07-23","rith.sopheak.11a@school.edu","sopheak23072009","Village 03 11A Svay Dangkum Banteay Meanchey"
"CMS100668","Borey Sopheak","11B","female","2009-08-24","borey.sopheak.11b@school.edu","sopheak24082009","Village 04 11B Preaek Pra Kampot"
"CMS100669","Visal Sopheak","11C","male","2009-09-25","visal.sopheak.11c@school.edu","sopheak25092009","Village 05 11C Ta Khmau Phnom Penh"
"CMS100670","Malis Sopheak","11D","female","2009-10-26","malis.sopheak.11d@school.edu","sopheak26102009","Village 06 11D Boeng Keng Kang Kandal"
"CMS100671","Rattanak Sopheak","11E","male","2009-11-27","rattanak.sopheak.11e@school.edu","sopheak27112009","Village 07 11E Tuek Thla Takeo"
"CMS100672","Sothea Sopheak","11F","female","2009-12-28","sothea.sopheak.11f@school.edu","sopheak28122009","Village 08 11F Prek Eng Kampong Cham"
"CMS100673","Sok Sreyleak","11A","male","2009-01-01","sok.sreyleak.11a@school.edu","sreyleak01012009","Village 01 11A Chbar Ampov Siem Reap"
"CMS100674","Chan Sreyleak","11B","female","2009-02-02","chan.sreyleak.11b@school.edu","sreyleak02022009","Village 02 11B Sala Kamreuk Battambang"
"CMS100675","Lim Sreyleak","11C","male","2009-03-03","lim.sreyleak.11c@school.edu","sreyleak03032009","Village 03 11C Svay Dangkum Banteay Meanchey"
"CMS100676","Keo Sreyleak","11D","female","2009-04-04","keo.sreyleak.11d@school.edu","sreyleak04042009","Village 04 11D Preaek Pra Kampot"
"CMS100677","Phan Sreyleak","11E","male","2009-05-05","phan.sreyleak.11e@school.edu","sreyleak05052009","Village 05 11E Ta Khmau Phnom Penh"
"CMS100678","Meas Sreyleak","11F","female","2009-06-06","meas.sreyleak.11f@school.edu","sreyleak06062009","Village 06 11F Boeng Keng Kang Kandal"
"CMS100679","Ouk Sreyleak","11A","male","2009-07-07","ouk.sreyleak.11a@school.edu","sreyleak07072009","Village 07 11A Tuek Thla Takeo"
"CMS100680","Chhim Sreyleak","11B","female","2009-08-08","chhim.sreyleak.11b@school.edu","sreyleak08082009","Village 08 11B Prek Eng Kampong Cham"
"CMS100681","Yin Sreyleak","11C","male","2009-09-09","yin.sreyleak.11c@school.edu","sreyleak09092009","Village 01 11C Chbar Ampov Siem Reap"
"CMS100682","Touch Sreyleak","11D","female","2009-10-10","touch.sreyleak.11d@school.edu","sreyleak10102009","Village 02 11D Sala Kamreuk Battambang"
"CMS100683","Ngov Sreyleak","11E","male","2009-11-11","ngov.sreyleak.11e@school.edu","sreyleak11112009","Village 03 11E Svay Dangkum Banteay Meanchey"
"CMS100684","Suon Sreyleak","11F","female","2009-12-12","suon.sreyleak.11f@school.edu","sreyleak12122009","Village 04 11F Preaek Pra Kampot"
"CMS100685","Prak Sreyleak","11A","male","2009-01-13","prak.sreyleak.11a@school.edu","sreyleak13012009","Village 05 11A Ta Khmau Phnom Penh"
"CMS100686","Kim Sreyleak","11B","female","2009-02-14","kim.sreyleak.11b@school.edu","sreyleak14022009","Village 06 11B Boeng Keng Kang Kandal"
"CMS100687","Chhay Sreyleak","11C","male","2009-03-15","chhay.sreyleak.11c@school.edu","sreyleak15032009","Village 07 11C Tuek Thla Takeo"
"CMS100688","Nou Sreyleak","11D","female","2009-04-16","nou.sreyleak.11d@school.edu","sreyleak16042009","Village 08 11D Prek Eng Kampong Cham"
"CMS100689","Heng Sreyleak","11E","male","2009-05-17","heng.sreyleak.11e@school.edu","sreyleak17052009","Village 01 11E Chbar Ampov Siem Reap"
"CMS100690","Pen Sreyleak","11F","female","2009-06-18","pen.sreyleak.11f@school.edu","sreyleak18062009","Village 02 11F Sala Kamreuk Battambang"
"CMS100691","Sam Sreyleak","11A","male","2009-07-19","sam.sreyleak.11a@school.edu","sreyleak19072009","Village 03 11A Svay Dangkum Banteay Meanchey"
"CMS100692","Korng Sreyleak","11B","female","2009-08-20","korng.sreyleak.11b@school.edu","sreyleak20082009","Village 04 11B Preaek Pra Kampot"
"CMS100693","Ros Sreyleak","11C","male","2009-09-21","ros.sreyleak.11c@school.edu","sreyleak21092009","Village 05 11C Ta Khmau Phnom Penh"
"CMS100694","Chin Sreyleak","11D","female","2009-10-22","chin.sreyleak.11d@school.edu","sreyleak22102009","Village 06 11D Boeng Keng Kang Kandal"
"CMS100695","Mao Sreyleak","11E","male","2009-11-23","mao.sreyleak.11e@school.edu","sreyleak23112009","Village 07 11E Tuek Thla Takeo"
"CMS100696","Lay Sreyleak","11F","female","2009-12-24","lay.sreyleak.11f@school.edu","sreyleak24122009","Village 08 11F Prek Eng Kampong Cham"
"CMS100697","Vannak Sreyleak","11A","male","2009-01-25","vannak.sreyleak.11a@school.edu","sreyleak25012009","Village 01 11A Chbar Ampov Siem Reap"
"CMS100698","Sreypov Sreyleak","11B","female","2009-02-26","sreypov.sreyleak.11b@school.edu","sreyleak26022009","Village 02 11B Sala Kamreuk Battambang"
"CMS100699","Rith Sreyleak","11C","male","2009-03-27","rith.sreyleak.11c@school.edu","sreyleak27032009","Village 03 11C Svay Dangkum Banteay Meanchey"
"CMS100700","Borey Sreyleak","11D","female","2009-04-28","borey.sreyleak.11d@school.edu","sreyleak28042009","Village 04 11D Preaek Pra Kampot"
"CMS100701","Visal Sreyleak","11E","male","2009-05-01","visal.sreyleak.11e@school.edu","sreyleak01052009","Village 05 11E Ta Khmau Phnom Penh"
"CMS100702","Malis Sreyleak","11F","female","2009-06-02","malis.sreyleak.11f@school.edu","sreyleak02062009","Village 06 11F Boeng Keng Kang Kandal"
"CMS100703","Rattanak Sreyleak","11A","male","2009-07-03","rattanak.sreyleak.11a@school.edu","sreyleak03072009","Village 07 11A Tuek Thla Takeo"
"CMS100704","Sothea Sreyleak","11B","female","2009-08-04","sothea.sreyleak.11b@school.edu","sreyleak04082009","Village 08 11B Prek Eng Kampong Cham"
"CMS100705","Sok Vuthy","11C","male","2009-09-05","sok.vuthy.11c@school.edu","vuthy05092009","Village 01 11C Chbar Ampov Siem Reap"
"CMS100706","Chan Vuthy","11D","female","2009-10-06","chan.vuthy.11d@school.edu","vuthy06102009","Village 02 11D Sala Kamreuk Battambang"
"CMS100707","Lim Vuthy","11E","male","2009-11-07","lim.vuthy.11e@school.edu","vuthy07112009","Village 03 11E Svay Dangkum Banteay Meanchey"
"CMS100708","Keo Vuthy","11F","female","2009-12-08","keo.vuthy.11f@school.edu","vuthy08122009","Village 04 11F Preaek Pra Kampot"
"CMS100709","Phan Vuthy","11A","male","2009-01-09","phan.vuthy.11a@school.edu","vuthy09012009","Village 05 11A Ta Khmau Phnom Penh"
"CMS100710","Meas Vuthy","11B","female","2009-02-10","meas.vuthy.11b@school.edu","vuthy10022009","Village 06 11B Boeng Keng Kang Kandal"
"CMS100711","Ouk Vuthy","11C","male","2009-03-11","ouk.vuthy.11c@school.edu","vuthy11032009","Village 07 11C Tuek Thla Takeo"
"CMS100712","Chhim Vuthy","11D","female","2009-04-12","chhim.vuthy.11d@school.edu","vuthy12042009","Village 08 11D Prek Eng Kampong Cham"
"CMS100713","Yin Vuthy","11E","male","2009-05-13","yin.vuthy.11e@school.edu","vuthy13052009","Village 01 11E Chbar Ampov Siem Reap"
"CMS100714","Touch Vuthy","11F","female","2009-06-14","touch.vuthy.11f@school.edu","vuthy14062009","Village 02 11F Sala Kamreuk Battambang"
"CMS100715","Ngov Vuthy","11A","male","2009-07-15","ngov.vuthy.11a@school.edu","vuthy15072009","Village 03 11A Svay Dangkum Banteay Meanchey"
"CMS100716","Suon Vuthy","11B","female","2009-08-16","suon.vuthy.11b@school.edu","vuthy16082009","Village 04 11B Preaek Pra Kampot"
"CMS100717","Prak Vuthy","11C","male","2009-09-17","prak.vuthy.11c@school.edu","vuthy17092009","Village 05 11C Ta Khmau Phnom Penh"
"CMS100718","Kim Vuthy","11D","female","2009-10-18","kim.vuthy.11d@school.edu","vuthy18102009","Village 06 11D Boeng Keng Kang Kandal"
"CMS100719","Chhay Vuthy","11E","male","2009-11-19","chhay.vuthy.11e@school.edu","vuthy19112009","Village 07 11E Tuek Thla Takeo"
"CMS100720","Nou Vuthy","11F","female","2009-12-20","nou.vuthy.11f@school.edu","vuthy20122009","Village 08 11F Prek Eng Kampong Cham"
"CMS100721","Heng Vuthy","11A","male","2009-01-21","heng.vuthy.11a@school.edu","vuthy21012009","Village 01 11A Chbar Ampov Siem Reap"
"CMS100722","Pen Vuthy","11B","female","2009-02-22","pen.vuthy.11b@school.edu","vuthy22022009","Village 02 11B Sala Kamreuk Battambang"
"CMS100723","Sam Vuthy","11C","male","2009-03-23","sam.vuthy.11c@school.edu","vuthy23032009","Village 03 11C Svay Dangkum Banteay Meanchey"
"CMS100724","Korng Vuthy","11D","female","2009-04-24","korng.vuthy.11d@school.edu","vuthy24042009","Village 04 11D Preaek Pra Kampot"
"CMS100725","Ros Vuthy","11E","male","2009-05-25","ros.vuthy.11e@school.edu","vuthy25052009","Village 05 11E Ta Khmau Phnom Penh"
"CMS100726","Chin Vuthy","11F","female","2009-06-26","chin.vuthy.11f@school.edu","vuthy26062009","Village 06 11F Boeng Keng Kang Kandal"
"CMS100727","Mao Vuthy","11A","male","2009-07-27","mao.vuthy.11a@school.edu","vuthy27072009","Village 07 11A Tuek Thla Takeo"
"CMS100728","Lay Vuthy","11B","female","2009-08-28","lay.vuthy.11b@school.edu","vuthy28082009","Village 08 11B Prek Eng Kampong Cham"
"CMS100729","Vannak Vuthy","11C","male","2009-09-01","vannak.vuthy.11c@school.edu","vuthy01092009","Village 01 11C Chbar Ampov Siem Reap"
"CMS100730","Sreypov Vuthy","11D","female","2009-10-02","sreypov.vuthy.11d@school.edu","vuthy02102009","Village 02 11D Sala Kamreuk Battambang"
"CMS100731","Rith Vuthy","11E","male","2009-11-03","rith.vuthy.11e@school.edu","vuthy03112009","Village 03 11E Svay Dangkum Banteay Meanchey"
"CMS100732","Borey Vuthy","11F","female","2009-12-04","borey.vuthy.11f@school.edu","vuthy04122009","Village 04 11F Preaek Pra Kampot"
"CMS100733","Visal Vuthy","11A","male","2009-01-05","visal.vuthy.11a@school.edu","vuthy05012009","Village 05 11A Ta Khmau Phnom Penh"
"CMS100734","Malis Vuthy","11B","female","2009-02-06","malis.vuthy.11b@school.edu","vuthy06022009","Village 06 11B Boeng Keng Kang Kandal"
"CMS100735","Rattanak Vuthy","11C","male","2009-03-07","rattanak.vuthy.11c@school.edu","vuthy07032009","Village 07 11C Tuek Thla Takeo"
"CMS100736","Sothea Vuthy","11D","female","2009-04-08","sothea.vuthy.11d@school.edu","vuthy08042009","Village 08 11D Prek Eng Kampong Cham"
"CMS100737","Sok Rachana","11E","male","2009-05-09","sok.rachana.11e@school.edu","rachana09052009","Village 01 11E Chbar Ampov Siem Reap"
"CMS100738","Chan Rachana","11F","female","2009-06-10","chan.rachana.11f@school.edu","rachana10062009","Village 02 11F Sala Kamreuk Battambang"
"CMS100739","Lim Rachana","11A","male","2009-07-11","lim.rachana.11a@school.edu","rachana11072009","Village 03 11A Svay Dangkum Banteay Meanchey"
"CMS100740","Keo Rachana","11B","female","2009-08-12","keo.rachana.11b@school.edu","rachana12082009","Village 04 11B Preaek Pra Kampot"
"CMS100741","Phan Rachana","11C","male","2009-09-13","phan.rachana.11c@school.edu","rachana13092009","Village 05 11C Ta Khmau Phnom Penh"
"CMS100742","Meas Rachana","11D","female","2009-10-14","meas.rachana.11d@school.edu","rachana14102009","Village 06 11D Boeng Keng Kang Kandal"
"CMS100743","Ouk Rachana","11E","male","2009-11-15","ouk.rachana.11e@school.edu","rachana15112009","Village 07 11E Tuek Thla Takeo"
"CMS100744","Chhim Rachana","11F","female","2009-12-16","chhim.rachana.11f@school.edu","rachana16122009","Village 08 11F Prek Eng Kampong Cham"
"CMS100745","Yin Rachana","11A","male","2009-01-17","yin.rachana.11a@school.edu","rachana17012009","Village 01 11A Chbar Ampov Siem Reap"
"CMS100746","Touch Rachana","11B","female","2009-02-18","touch.rachana.11b@school.edu","rachana18022009","Village 02 11B Sala Kamreuk Battambang"
"CMS100747","Ngov Rachana","11C","male","2009-03-19","ngov.rachana.11c@school.edu","rachana19032009","Village 03 11C Svay Dangkum Banteay Meanchey"
"CMS100748","Suon Rachana","11D","female","2009-04-20","suon.rachana.11d@school.edu","rachana20042009","Village 04 11D Preaek Pra Kampot"
"CMS100749","Prak Rachana","11E","male","2009-05-21","prak.rachana.11e@school.edu","rachana21052009","Village 05 11E Ta Khmau Phnom Penh"
"CMS100750","Kim Rachana","11F","female","2009-06-22","kim.rachana.11f@school.edu","rachana22062009","Village 06 11F Boeng Keng Kang Kandal"
"CMS100751","Chhay Rachana","11A","male","2009-07-23","chhay.rachana.11a@school.edu","rachana23072009","Village 07 11A Tuek Thla Takeo"
"CMS100752","Nou Rachana","11B","female","2009-08-24","nou.rachana.11b@school.edu","rachana24082009","Village 08 11B Prek Eng Kampong Cham"
"CMS100753","Heng Rachana","11C","male","2009-09-25","heng.rachana.11c@school.edu","rachana25092009","Village 01 11C Chbar Ampov Siem Reap"
"CMS100754","Pen Rachana","11D","female","2009-10-26","pen.rachana.11d@school.edu","rachana26102009","Village 02 11D Sala Kamreuk Battambang"
"CMS100755","Sam Rachana","11E","male","2009-11-27","sam.rachana.11e@school.edu","rachana27112009","Village 03 11E Svay Dangkum Banteay Meanchey"
"CMS100756","Korng Rachana","11F","female","2009-12-28","korng.rachana.11f@school.edu","rachana28122009","Village 04 11F Preaek Pra Kampot"
"CMS100757","Ros Rachana","11A","male","2009-01-01","ros.rachana.11a@school.edu","rachana01012009","Village 05 11A Ta Khmau Phnom Penh"
"CMS100758","Chin Rachana","11B","female","2009-02-02","chin.rachana.11b@school.edu","rachana02022009","Village 06 11B Boeng Keng Kang Kandal"
"CMS100759","Mao Rachana","11C","male","2009-03-03","mao.rachana.11c@school.edu","rachana03032009","Village 07 11C Tuek Thla Takeo"
"CMS100760","Lay Rachana","11D","female","2009-04-04","lay.rachana.11d@school.edu","rachana04042009","Village 08 11D Prek Eng Kampong Cham"
"CMS100761","Vannak Rachana","11E","male","2009-05-05","vannak.rachana.11e@school.edu","rachana05052009","Village 01 11E Chbar Ampov Siem Reap"
"CMS100762","Sreypov Rachana","11F","female","2009-06-06","sreypov.rachana.11f@school.edu","rachana06062009","Village 02 11F Sala Kamreuk Battambang"
"CMS100763","Rith Rachana","11A","male","2009-07-07","rith.rachana.11a@school.edu","rachana07072009","Village 03 11A Svay Dangkum Banteay Meanchey"
