"email","password_hash","role","full_name","gender","student_code"
"sok.rattanak.9e@school.edu","$2a$10$eB2VHtwDPNZ9d8CP6pnow.Yif5ji/5EgeavCzyru1mvUwiXoqaFki","student","Sok Rattanak","male","CMS100449"
"chan.rattanak.9f@school.edu","$2a$10$Mjp0665nc8HjEZ6YslUc5OT/u5nDbyV/IrRZnpL7ThHCORbFUNjm2","student","Chan Rattanak","female","CMS100450"
"lim.rattanak.9a@school.edu","$2a$10$3vC1yEkI5VHRQYE.DFIZW.JwooMog3eo0LAHbj.NXHrB8TJttuPGS","student","Lim Rattanak","male","CMS100451"
"keo.rattanak.9b@school.edu","$2a$10$JqygdYxUTeUUMC2VadO8l.6r1X4/lZpahFy./OhNwG6eYmL9bCdnG","student","Keo Rattanak","female","CMS100452"
"phan.rattanak.9c@school.edu","$2a$10$0icuWnRzpFBqhUmSsDqdXOB8dEziECMjGCAjcTTcbvDmu6ugFSxri","student","Phan Rattanak","male","CMS100453"
"meas.rattanak.9d@school.edu","$2a$10$G9h0I8nkYKtcwV7UTYSM/e07mClS03GdjXc2gKKcJJamVPNliLeJm","student","Meas Rattanak","female","CMS100454"
"ouk.rattanak.9e@school.edu","$2a$10$ZdrRCN7syXn7U56SoEimpeYhS85aoJy3yicB3mZqHQn7MQcVmhwAS","student","Ouk Rattanak","male","CMS100455"
"chhim.rattanak.9f@school.edu","$2a$10$yZ9PAmIfV3ESK/A.REwtJeSw3xeyhdDYi5XcUt54Dk/zUI16ROi.C","student","Chhim Rattanak","female","CMS100456"
"yin.rattanak.9a@school.edu","$2a$10$HXthrdGiRnwEMpJ6VAy2y.yNyW1ftLi3CTbcfHOXdMTy6QOS.9l8C","student","Yin Rattanak","male","CMS100457"
"touch.rattanak.9b@school.edu","$2a$10$cRSJ/iUntZGzxJ19dtMABuV3Cxof/.Yc2xEv4yjHBG32Lt6aV1adW","student","Touch Rattanak","female","CMS100458"
"ngov.rattanak.9c@school.edu","$2a$10$B4oUF2ZmjXDR.piU.mnDxOReZCK92aH5ln/BMGcY1dpWaJ0PYfU6O","student","Ngov Rattanak","male","CMS100459"
"suon.rattanak.9d@school.edu","$2a$10$K8.18rJvhPOUqBN4jgImvOMOFfU1EyW15ZCqeKbv8cesXs9h4Q9MO","student","Suon Rattanak","female","CMS100460"
"prak.rattanak.9e@school.edu","$2a$10$3m/U/D4GrOUUZQDnYEChV.WGFVP1UK3dw4MjSu7mnRReGowq.CHFG","student","Prak Rattanak","male","CMS100461"
"kim.rattanak.9f@school.edu","$2a$10$IUWnl6TRjoe.mt/nTLkUteNzPBOxMj2t0QubqDdkCq6GVuNqM4Xb6","student","Kim Rattanak","female","CMS100462"
"chhay.rattanak.9a@school.edu","$2a$10$En7fLnAecKoMpO/PNgVrCOaZg0FDshaTgPaDolIbCIP/delR8BsRu","student","Chhay Rattanak","male","CMS100463"
"nou.rattanak.9b@school.edu","$2a$10$9lG141C.ib5vVXwu0OAih.sqM2PF7vYkiW2.wyOJOj5clWWzD57au","student","Nou Rattanak","female","CMS100464"
"heng.rattanak.9c@school.edu","$2a$10$DbhsNhWKO61vsbQ/yydIKuI1ASo0W74FlUf.cTmXJQp6ZhEXF8weG","student","Heng Rattanak","male","CMS100465"
"pen.rattanak.9d@school.edu","$2a$10$NgqD3OMysIYbdiFyLjeau.L46WlOCr862LZ1zspWHrNcly42Wc.Uu","student","Pen Rattanak","female","CMS100466"
"sam.rattanak.9e@school.edu","$2a$10$9WK/ZhFNTnq0VjcYFSB2ceCnLraWeuro8Mx9OMDy7LfmAffI.unqG","student","Sam Rattanak","male","CMS100467"
"korng.rattanak.9f@school.edu","$2a$10$wl3QosZyCJZPElOfGu01fu9rIxWI9PWHLzm1oKUAToz2eNe97k.XW","student","Korng Rattanak","female","CMS100468"
"ros.rattanak.9a@school.edu","$2a$10$Q0oRwPuamtum0YDL9n.dPOagD9owjiL9.s0ZTsewpecDK9mCj8NPu","student","Ros Rattanak","male","CMS100469"
"chin.rattanak.9b@school.edu","$2a$10$g3mGbr3nehX/A4hrWmRPluRD5T2CG.8N1DvZUQ3psjqlPRsR0u0Nm","student","Chin Rattanak","female","CMS100470"
"mao.rattanak.9c@school.edu","$2a$10$L/NhsBsIo0QIaxCNmBA7vez0yGgh08H2Dki1VyHVbwccayrGQzw8C","student","Mao Rattanak","male","CMS100471"
"lay.rattanak.9d@school.edu","$2a$10$SGb.dCR0GaNFX2rbnIyODera5bK3CNIyaUa.heUufo1SpszLzlveq","student","Lay Rattanak","female","CMS100472"
"vannak.rattanak.9e@school.edu","$2a$10$VZTc6ZCL5E6nQvhJ9nm44ug2dKP0cS78w79ubljYN97650rh5k8mu","student","Vannak Rattanak","male","CMS100473"
"sreypov.rattanak.9f@school.edu","$2a$10$9cTbSjKpKHhoR5v5iASxs.MyOsmxZ14zJ888rjlELBjHrAu63LRiu","student","Sreypov Rattanak","female","CMS100474"
"rith.rattanak.9a@school.edu","$2a$10$hxpqa.GhHqYanLJlhPMezOQkpuMP7PzHISUTefbwTHqexbGihkCCe","student","Rith Rattanak","male","CMS100475"
"borey.rattanak.9b@school.edu","$2a$10$wwXX9pmMj027bUEoWbJUY.VYYyR.pHnsWZBkR.x7oBnl17ZbYed8C","student","Borey Rattanak","female","CMS100476"
"visal.rattanak.9c@school.edu","$2a$10$kMxV3losh8HFiwh7HzjvQuy7qNB3Mj/yj9cCkhPkLYYljduRhDpn6","student","Visal Rattanak","male","CMS100477"
"malis.rattanak.9d@school.edu","$2a$10$2yA2lOkuwsvciW.vyBi4Y.c3jliZwpKLF0xmSmbAkM3q6IWevQ1gK","student","Malis Rattanak","female","CMS100478"
"rattanak.rattanak.9e@school.edu","$2a$10$oh81hIgJd83vzgMe8BWJAeZOiBBRJzXLUEUC8uyUl1L47U/BIBg3K","student","Rattanak Rattanak","male","CMS100479"
"sothea.rattanak.9f@school.edu","$2a$10$D2PdYPIIGI9LQ4jbmsS5r.0VtS9QoDZrP73epYPc3W0qXo2uJOqQi","student","Sothea Rattanak","female","CMS100480"
"sok.sreyneang.9a@school.edu","$2a$10$H40BwSAg7cn9sPB8dwnLi.noIqq3DXRl4hO53UttSULCZjpw4j/P.","student","Sok Sreyneang","male","CMS100481"
"chan.sreyneang.9b@school.edu","$2a$10$r0bMxfDqp6tSgX30keiiz.hWJupvJ15vc6VW8nhXo3i9dgWU/uNZ2","student","Chan Sreyneang","female","CMS100482"
"lim.sreyneang.9c@school.edu","$2a$10$kS5VvE5mvleV2v70d1ik7ORTTaAblYw1EmfPDRtgFDKvxm/cG7/Iy","student","Lim Sreyneang","male","CMS100483"
"keo.sreyneang.9d@school.edu","$2a$10$RSGUxQf0V5mNZBIjnGjn.eJX1ySaNP5do/CfTFicRe2pfzBYG8LAC","student","Keo Sreyneang","female","CMS100484"
"phan.sreyneang.9e@school.edu","$2a$10$yTmBwBIluq/BWvU4OJYe7OC4tfj9cUQp0fGxSntnRlBkW2bhq10we","student","Phan Sreyneang","male","CMS100485"
"meas.sreyneang.9f@school.edu","$2a$10$K2JXw5qiloAnXRL1udVsZuYBWGuTRY773o2FV99EgCLxXr7uf3.nO","student","Meas Sreyneang","female","CMS100486"
"ouk.sreyneang.9a@school.edu","$2a$10$C6QnTiPqEC3HgjEMYAJPZufp3j0d63U.bgSNBwzIV4ULxL8RR2QNu","student","Ouk Sreyneang","male","CMS100487"
"chhim.sreyneang.9b@school.edu","$2a$10$26Reg5gShKVUbXi/r.cwAexJQzHo649rnMmtsR/zWeOZkEIL1Cjg.","student","Chhim Sreyneang","female","CMS100488"
"yin.sreyneang.9c@school.edu","$2a$10$CsOTi2eQTKziUpSbsDQrg.qYqZXlmGPGFX1fWLF59UtzJ.dCnMPEO","student","Yin Sreyneang","male","CMS100489"
"touch.sreyneang.9d@school.edu","$2a$10$.Sdulo.kLPvTvi9PxwvgaeqVpdqZ08BeoPVBvy17KMtnyBEC8Qude","student","Touch Sreyneang","female","CMS100490"
"ngov.sreyneang.9e@school.edu","$2a$10$glEQiIx3HZhQy/hvNvYuqurll.Cbr1lz0IXFnxascjltxJYD38BLa","student","Ngov Sreyneang","male","CMS100491"
"suon.sreyneang.9f@school.edu","$2a$10$O0lubCRx/OJshCljKsSXQ.wxabkZftuEJxCElXXb18X2/dbkh7La6","student","Suon Sreyneang","female","CMS100492"
"prak.sreyneang.9a@school.edu","$2a$10$EelkrcRLfF4txjb7hP/PruPfRSKwA8DMiKVoOkgOLu0xRd4q9zXhK","student","Prak Sreyneang","male","CMS100493"
"kim.sreyneang.9b@school.edu","$2a$10$yHKIFe0HTy4SL8vQOkPk/umsvLItPVmrGowFkqTteMptX4aAJoLeG","student","Kim Sreyneang","female","CMS100494"
"chhay.sreyneang.9c@school.edu","$2a$10$1sd.AblK9JK25vLZiFWXzu0qWLbNkiMrD9yLH7nsdq3mbcSIBG7Cu","student","Chhay Sreyneang","male","CMS100495"
"nou.sreyneang.9d@school.edu","$2a$10$BLiHcetpKr/jDTg1OM1wy.mVYhwJU5ffxXMW9meDeaP3e7ImsA2l6","student","Nou Sreyneang","female","CMS100496"
"heng.sreyneang.9e@school.edu","$2a$10$4Oq54ze3PfexsvuEyVJ1ZuPiPljSRGZdZL5ILBXIAQyi9JqIl4Pu.","student","Heng Sreyneang","male","CMS100497"
"pen.sreyneang.9f@school.edu","$2a$10$L0f3U9kiOkZcT7rMwgXpHultDQvFLsCzjomD0FhInliFnb3Nrlu/.","student","Pen Sreyneang","female","CMS100498"
"sam.sreyneang.10a@school.edu","$2a$10$OtwW3BE/VwzMBduaARTSxOXNIXJU1DoQp.5u9Ys3eEOc4lTODAxja","student","Sam Sreyneang","male","CMS100499"
"korng.sreyneang.10b@school.edu","$2a$10$3hMhXPWdpzS/SJ6cNbFqPuKKnRvEhqzrBU9ru2dq1d17Rj6FXoG0G","student","Korng Sreyneang","female","CMS100500"
"ros.sreyneang.10c@school.edu","$2a$10$SZR8ESXevTSmxSmJtnH/0.5Ek9LMbfM6C5Z7PuKHswXqMlkBeokHC","student","Ros Sreyneang","male","CMS100501"
"chin.sreyneang.10d@school.edu","$2a$10$HNm74QhH6xWr/LC7hjdD7eaHR/axUNQqPHg9E9YWuSC0Y/p5dKn.6","student","Chin Sreyneang","female","CMS100502"
"mao.sreyneang.10e@school.edu","$2a$10$EHVE0bfOzNey0GplPflHoec3brlldu8vRtLwQLsJ6LyGu893cqGJm","student","Mao Sreyneang","male","CMS100503"
"lay.sreyneang.10f@school.edu","$2a$10$Nkz6ejUNmVZRAkGijRPgnOG1142WhJsIHO1T1VgdWFHOkAYygPi.6","student","Lay Sreyneang","female","CMS100504"
"vannak.sreyneang.10a@school.edu","$2a$10$eb8hA.I/5B7MrfntUzkYsu2JkWPyQdM/RzY9jNth1nO.S/qHnNZr6","student","Vannak Sreyneang","male","CMS100505"
"sreypov.sreyneang.10b@school.edu","$2a$10$aXo44Mzzz2ly6.81cKL3BOqiBraPZsJulQnTnlVjsuiYmj6d1GeQ6","student","Sreypov Sreyneang","female","CMS100506"
"rith.sreyneang.10c@school.edu","$2a$10$RUT7dRabcztjPfZdBhcsHeTAmGJTXonf9JGI2h4IQ7R2.6mo.Glt2","student","Rith Sreyneang","male","CMS100507"
"borey.sreyneang.10d@school.edu","$2a$10$b3XzRSlBEKM0PV6H6CKpie8lfzZt2fA2euPf.VgIJYbzSGfqZzkwG","student","Borey Sreyneang","female","CMS100508"
"visal.sreyneang.10e@school.edu","$2a$10$JkcZ5C5Ivxgg5stnb7MlSO/buv4ZtNnirpBeqPCcCObXLXzWKXEsq","student","Visal Sreyneang","male","CMS100509"
"malis.sreyneang.10f@school.edu","$2a$10$eZgt0wXbmQPLg0hZVq29NuTlz10RsWElRxOAcQ3yM4R3HOJJs357S","student","Malis Sreyneang","female","CMS100510"
"rattanak.sreyneang.10a@school.edu","$2a$10$9QFPhnYlC/xm8jEkBq/Ekeagk5zkzovyTeVTdrTWzcNINwg/eWVzO","student","Rattanak Sreyneang","male","CMS100511"
"sothea.sreyneang.10b@school.edu","$2a$10$Y8PN3cSYxYs2HIVP9ntz0OsvTjv4jnwL2bYGKf8yG3cyZ.3EOtC.2","student","Sothea Sreyneang","female","CMS100512"
"sok.visal.10c@school.edu","$2a$10$u/0g9LVDT37c/PPKKXLro.0.LMZ9JP6IE2gqv28eAreQw2dnURS5.","student","Sok Visal","male","CMS100513"
"chan.visal.10d@school.edu","$2a$10$SzhXVBvP/klC4AK/gyVW6eiZ0yP3KtnNWfEn9.R9mAVGiy3CEpVsu","student","Chan Visal","female","CMS100514"
"lim.visal.10e@school.edu","$2a$10$ocktC2az7W.KM/Cdoh9scuWRvIuAFozRdAjvXOAb1fFReDdLu62RW","student","Lim Visal","male","CMS100515"
"keo.visal.10f@school.edu","$2a$10$23qIc0zNEIrIknzLDQiLpuMYxzcOYxBoYi9aCmaiN1.eqiFQgdfhG","student","Keo Visal","female","CMS100516"
"phan.visal.10a@school.edu","$2a$10$5nqgglvyzWs3VcxXKVPQcei2TzwYtuEkqY5b3QLNldJn63T.9EKFO","student","Phan Visal","male","CMS100517"
"meas.visal.10b@school.edu","$2a$10$cTm0kwQtvi7xBLA43E0Su.HzX5XBg2UjZBQq5SnwxzgVJPBThlX7i","student","Meas Visal","female","CMS100518"
"ouk.visal.10c@school.edu","$2a$10$EjAl7bGpWte.49lCoMpBde2p7GYaLgQoUukFEYVnX4/NAvuTAADli","student","Ouk Visal","male","CMS100519"
"chhim.visal.10d@school.edu","$2a$10$bo6dsap.lcVF8SiApWY57OWGP4tBZsxI7RHVr.wavE7TY3Chl/khW","student","Chhim Visal","female","CMS100520"
"yin.visal.10e@school.edu","$2a$10$/hPFgNzL1LPUQUKHwzEHUejViDm9xxBlCzbvhAcLKGHIU1Nr8eJaG","student","Yin Visal","male","CMS100521"
"touch.visal.10f@school.edu","$2a$10$wXGz389sKMmz6vqmCwEBSOcnkwSCGL1GPt/PYW5bq6CJMKKQt40iy","student","Touch Visal","female","CMS100522"
"ngov.visal.10a@school.edu","$2a$10$EDsaqOia9LPV7Wi2ANnhk.U1d5bs/90EzvchkZLSxfZSpiAvQTQxG","student","Ngov Visal","male","CMS100523"
"suon.visal.10b@school.edu","$2a$10$KTzzJ9oayh67sQb0960Va.VUDzI6i0xD7Hs5prONU5EGJj3.U0nZ.","student","Suon Visal","female","CMS100524"
"prak.visal.10c@school.edu","$2a$10$bV7S4wpd48kUArJcObo.buxXDJqmrVVBB2E912prbOI/acTBwGIyG","student","Prak Visal","male","CMS100525"
"kim.visal.10d@school.edu","$2a$10$e/8S9t7XORJB20PsAmo9ouXGEvimfhFxPErtPWBZHvNC14tkG5Gme","student","Kim Visal","female","CMS100526"
"chhay.visal.10e@school.edu","$2a$10$byCTne68zv5c7V7BmA/XGeI0eV0yTZ/G44L6iu/4N/v9pbq4YQruy","student","Chhay Visal","male","CMS100527"
"nou.visal.10f@school.edu","$2a$10$EvhAAVW94lzsSxQxatFuK.2dvs6zsSjPaCLfADwlGTRNU3WyqT6Ya","student","Nou Visal","female","CMS100528"
"heng.visal.10a@school.edu","$2a$10$l/M2xVg.UMECjE/IbGc4P.BbC6pcAST6VVP7YchruryaieDLl/50q","student","Heng Visal","male","CMS100529"
"pen.visal.10b@school.edu","$2a$10$ciWQwZkB2SZT.lpM/m4oV.4kVEbqEaLfi7sXcpUgMWd9qb/Q.yC.y","student","Pen Visal","female","CMS100530"
"sam.visal.10c@school.edu","$2a$10$0Mgkz6ZXA2tpukrGS7gZouWvdZOmbsmXPhLfTO26s9Ryuc0F9l51i","student","Sam Visal","male","CMS100531"
"korng.visal.10d@school.edu","$2a$10$DwNOYfvbZgf9L0/1N8cBROCwqQz5tNRlmLPQuw8Lio1/9CeDqpjUu","student","Korng Visal","female","CMS100532"
"ros.visal.10e@school.edu","$2a$10$/HAqSWEIC08Syn4rSNszJe3/C5uScm2iHutKbD5x8UNfEKZl0ZUGa","student","Ros Visal","male","CMS100533"
"chin.visal.10f@school.edu","$2a$10$82ujsf2nKbPLQBmKpPNJA.LL8SOFO4atoBH2rp00mZx0qJS6HomDe","student","Chin Visal","female","CMS100534"
"mao.visal.10a@school.edu","$2a$10$/mtdcpGITMPT46dAiwUAhuVdbZnlWONIsrrvw0NDPLuLb6ioEAVHS","student","Mao Visal","male","CMS100535"
"lay.visal.10b@school.edu","$2a$10$9Zbm4Q/q5wmRP69gLjoD3eP4YzTvGD31ZEQpD5Rmg4qh.VM.VCCzu","student","Lay Visal","female","CMS100536"
"vannak.visal.10c@school.edu","$2a$10$u5PzeWcTf20d0EnU04XQIec32Z6UgYsoxya6nxCLoSreM5tij0ZNy","student","Vannak Visal","male","CMS100537"
"sreypov.visal.10d@school.edu","$2a$10$DQeQOt0pUKOKGxaFxlCoWOiEro2SyHJDrX9hiHBlS83qvQ.Nal3bG","student","Sreypov Visal","female","CMS100538"
"rith.visal.10e@school.edu","$2a$10$XsNzzc/VfS9vZxap/2y6tuboQ3x6St4tGI5LZgYFVjYvHWFKTTnQK","student","Rith Visal","male","CMS100539"
"borey.visal.10f@school.edu","$2a$10$PE3urT.UEZCP1OpgwzXNueMw1lNK.o1gMnuduw82IWfGevTxvuL8m","student","Borey Visal","female","CMS100540"
"visal.visal.10a@school.edu","$2a$10$9Xvhyuq5cKtLqmyHSiRx4O7oRmKKMLdeHDRducFbVZhHdkwj51TRi","student","Visal Visal","male","CMS100541"
"malis.visal.10b@school.edu","$2a$10$nAF4kcE6kqgwNsHh8X5W2OSbuoaK7QPq8jn2QAJfCDRu0pXPiTTDe","student","Malis Visal","female","CMS100542"
"rattanak.visal.10c@school.edu","$2a$10$TC.FmQuXuYO.E3JG0O18i.NGMiZ5rTxzm5HuBBvkq5.0bo2.2le0O","student","Rattanak Visal","male","CMS100543"
"sothea.visal.10d@school.edu","$2a$10$/YkQDt5pFQwyZPDTuN1MMeuSaibk4UYKPCUSuTCp1RNZfeCNL6JLu","student","Sothea Visal","female","CMS100544"
"sok.malis.10e@school.edu","$2a$10$wB0V9xAkZvszUKXrj.RhseUf3F3.pB61W90QpsgKMce2o9g1WnGxS","student","Sok Malis","male","CMS100545"
"chan.malis.10f@school.edu","$2a$10$XQJYtj6I1bCVgJPLA/UpZOQ/Hc3Kj8MoDCEaIHU/D7DSb/h8JTRoG","student","Chan Malis","female","CMS100546"
"lim.malis.10a@school.edu","$2a$10$TMOTd3y55//K93q2KiV90ONM4qi.KAekvWEgAbeA/kX7Ezn1AXUWm","student","Lim Malis","male","CMS100547"
"keo.malis.10b@school.edu","$2a$10$9/BaV2V7n/QIpWmOLrOG..SQPsme1OxUNEsDqc/ktdPxcG0UewFga","student","Keo Malis","female","CMS100548"
"phan.malis.10c@school.edu","$2a$10$YxHWQvT7e5JGyzfhWvG7D.jEcihQV3cOX4QA6bb4BRvwD0EeEplTq","student","Phan Malis","male","CMS100549"
"meas.malis.10d@school.edu","$2a$10$vK68hlCm68eGMJbdRQQ9FObjIZnA4EuQwUu.3U5GK4DTAZfAxT6Aa","student","Meas Malis","female","CMS100550"
"ouk.malis.10e@school.edu","$2a$10$sr2bAKFwV92zKHStrzQJ6uLZIU57RXubN.qceKUzz800p4cwUvqxC","student","Ouk Malis","male","CMS100551"
"chhim.malis.10f@school.edu","$2a$10$lLAtSLtzVvmLYbNAAanhROwY2zTzNUuUv4tNrWU2N1edhcjQ6tVyy","student","Chhim Malis","female","CMS100552"
"yin.malis.10a@school.edu","$2a$10$Awv3RF3BG28xM24JFEYN3..RnE20LdF4d0EkYG7dLeOu.P3wyDoEO","student","Yin Malis","male","CMS100553"
"touch.malis.10b@school.edu","$2a$10$J2B22Pv/i9qd.6unErBwqOG.FzDrVJ0QctwWwnzDlYobvcE2sR5Xm","student","Touch Malis","female","CMS100554"
"ngov.malis.10c@school.edu","$2a$10$bEylV5tN38NQkKtue8Z8tO6O13OqpZfJSlEyDEGjmA9FNxZJccDFi","student","Ngov Malis","male","CMS100555"
"suon.malis.10d@school.edu","$2a$10$VIiyYduM7X5olCeNo6iXIe3.omPpCeTdO3nExxXXENSBYaGWAP22G","student","Suon Malis","female","CMS100556"
"prak.malis.10e@school.edu","$2a$10$JiPIvBdVNVnrU3eu7of32.gOcH9TZOWiSepzNSO2a.FGqE9pOP02O","student","Prak Malis","male","CMS100557"
"kim.malis.10f@school.edu","$2a$10$lDwJWFq0PX.XvBPstAPhxufiz4oSZo/cV8eXbSZaSy3VwvlOOlrWu","student","Kim Malis","female","CMS100558"
"chhay.malis.10a@school.edu","$2a$10$nrDc9BeINVUBn2BvzgbieeCj/M99QpzEn5tSPvuzmlylZAll9oOOC","student","Chhay Malis","male","CMS100559"
"nou.malis.10b@school.edu","$2a$10$ZsF7GmQhRv892JZbIC64O.vvjAH1xmEe8q45aeSZYhW01fWxsNFim","student","Nou Malis","female","CMS100560"
"heng.malis.10c@school.edu","$2a$10$/i7S6kjhZYH6IHn.FdnDPuflLDdmhZwKQL.1OmmQJSLGmwQ8aqnYa","student","Heng Malis","male","CMS100561"
"pen.malis.10d@school.edu","$2a$10$PEZmiFB6tVmFOTC3glzD7ex5PbhyyBMsSkJ3Zt3aWo1HV5pdLMhEa","student","Pen Malis","female","CMS100562"
"sam.malis.10e@school.edu","$2a$10$Q4e8BUHdjmohlc.xKAwsQuHTFC4X4dKjyQakiwd4Ex3OpaMF7uWDq","student","Sam Malis","male","CMS100563"
"korng.malis.10f@school.edu","$2a$10$ZZqrC8onVPKQQAkDh7c5feqgR.11./QxOFzQJAzED0rZ38wq3NKnS","student","Korng Malis","female","CMS100564"
"ros.malis.10a@school.edu","$2a$10$hVlmzidhs8mI/qrxwSc8f.TRD5CbwRdrXEEYDLwSQnhrh7334rcg2","student","Ros Malis","male","CMS100565"
"chin.malis.10b@school.edu","$2a$10$81VCDNKwBM.3hihxwf3wVeex2Z/xt54BU47ra0MbjJp28cnrxlfWu","student","Chin Malis","female","CMS100566"
"mao.malis.10c@school.edu","$2a$10$yeXiTjYFOB3/wBD8iLzCauGKffpEacVK2Ml4pL3R8LS7htj.Qc4OK","student","Mao Malis","male","CMS100567"
"lay.malis.10d@school.edu","$2a$10$7jmhO1H224GAJdy8OW3G.uJgFiC7WsReSb1sv88IiW7uvsCdWj8qK","student","Lay Malis","female","CMS100568"
"vannak.malis.10e@school.edu","$2a$10$xngBDHLB5IxuH8YPc/hRj.RsQLxkvFzbTkF3C.Edzj2tDW0QmlE12","student","Vannak Malis","male","CMS100569"
"sreypov.malis.10f@school.edu","$2a$10$tIGJ3Cga/6A3bBxs7SRUs.werhDh66DbeLPLJE79naZA1wrHBlqt2","student","Sreypov Malis","female","CMS100570"
"rith.malis.10a@school.edu","$2a$10$61QdaZMDMv1V3SyvmuEy1uMQRzC3IQf//JmtqztvhzP/EaMU9eeE6","student","Rith Malis","male","CMS100571"
"borey.malis.10b@school.edu","$2a$10$NtxT3HVmR1h8Z.PSG1MlHeVF3CjR.24IymLLURvkXyAcxr3YHXExW","student","Borey Malis","female","CMS100572"
"visal.malis.10c@school.edu","$2a$10$KmgQzzj9KIgQNSDMqcfiw.J4XRkgx7j22X2mhymRku2Y4TZAgin9u","student","Visal Malis","male","CMS100573"
"malis.malis.10d@school.edu","$2a$10$6QrL0IOseZQepa1iBNEl9eksuIKFzTi/EmncpBXHiocOpc3..Gy0G","student","Malis Malis","female","CMS100574"
"rattanak.malis.10e@school.edu","$2a$10$fWWE9qp.xxVvKn9iz7s3puDC5WlbGMhniUk/hl/VWcohKQwrM0sIi","student","Rattanak Malis","male","CMS100575"
"sothea.malis.10f@school.edu","$2a$10$tUzloapg9is1KM8mY8.GW.ztqdJVf5Z74rxdOBtpbHBJ2MkKCcftK","student","Sothea Malis","female","CMS100576"
"sok.ath.10a@school.edu","$2a$10$NB2rXUU.ztUFX9IEZKoMye88epyCugniBVFzf1Pbo7wx3yPDkjvMq","student","Sok Ath","male","CMS100577"
"chan.ath.10b@school.edu","$2a$10$R7D0t0bOUG4a6peaae3bveCn6gptLLJKiGDI5T5qb/OclwY9KYXiC","student","Chan Ath","female","CMS100578"
"lim.ath.10c@school.edu","$2a$10$uOxYHbm5sklkGSgWmV1pD.r8iWL/j/.ewie8zkGpkjg.tNLQCr5E.","student","Lim Ath","male","CMS100579"
"keo.ath.10d@school.edu","$2a$10$0su9064qKxtGVAx9E1v/Uu1mP/rjj7osWsKPUBcVh/0UBmtdXKYZK","student","Keo Ath","female","CMS100580"
"phan.ath.10e@school.edu","$2a$10$Z7w4yumAHZVuz4XXvkANNu2e1UEcahsifU8mADqoe/EFz4iUvNKAS","student","Phan Ath","male","CMS100581"
"meas.ath.10f@school.edu","$2a$10$p5MgXm2Y9ala5ygMfE9Laucu11KZ0RArIGB6a/0w4kMJEAuulY5X2","student","Meas Ath","female","CMS100582"
"ouk.ath.10a@school.edu","$2a$10$mcXegI5xd6RUlsBkYfmmye4jCM1UywQz2mh7BR5B75hTcydl0Q8R2","student","Ouk Ath","male","CMS100583"
"chhim.ath.10b@school.edu","$2a$10$9ecPqLgHqCHn.vhFOZ6yROas2GdzAKAfECiP7LXZ22g9BTF0Bb.Tq","student","Chhim Ath","female","CMS100584"
"yin.ath.10c@school.edu","$2a$10$4cuOtPyWcxbv4H.G/HVBIeNjE90N0I6NwqiKnKc6dnV.edsdc.gCC","student","Yin Ath","male","CMS100585"
"touch.ath.10d@school.edu","$2a$10$iE6K0F/Czve4KG4DVxEXuOlvf116/PVVaxpFr6MGqbt9o0M2t7zoe","student","Touch Ath","female","CMS100586"
"ngov.ath.10e@school.edu","$2a$10$5YPDTdirql53yOwDcReV3eZsGZHrDjfbPdxaiez/BobAYpu/xjxxG","student","Ngov Ath","male","CMS100587"
"suon.ath.10f@school.edu","$2a$10$g.KxnsdxbZToJ1PRuXkFfeFCfn5a6520T3gDrZpi9iU36UmkhsSrK","student","Suon Ath","female","CMS100588"
"prak.ath.10a@school.edu","$2a$10$J1tpmL0JcrikGiybD/LLlOopWDA.i..AnX.xumyYBL7N6MTunb.lO","student","Prak Ath","male","CMS100589"
"kim.ath.10b@school.edu","$2a$10$foXEz1wIdO1CYGQTsuyDRuG/oz2jXgPbiPKdsPXwsullKk0fjuNiC","student","Kim Ath","female","CMS100590"
"chhay.ath.10c@school.edu","$2a$10$m2Ik96vfdbv1VK3guX.x0ONp07cFCfHLBfPF3RpIoUSx.ZRVU1LlO","student","Chhay Ath","male","CMS100591"
"nou.ath.10d@school.edu","$2a$10$lFcTofFDBhHI5IcSfD5aGeOjewAI2m2.dhTaE7BMfwHF5edWSZU.2","student","Nou Ath","female","CMS100592"
"heng.ath.10e@school.edu","$2a$10$0n/AGRcNrV4BFXn9as/b1uXiRTs6UBV21zqX3yw20JiwM.cywSCBK","student","Heng Ath","male","CMS100593"
"pen.ath.10f@school.edu","$2a$10$w7iN.FsGzpS8pll9OWMAiuqsgYUGGXW3Uu0LLYBPALqB8gwcGa9Ni","student","Pen Ath","female","CMS100594"
"sam.ath.10a@school.edu","$2a$10$5wwPXOiVExlyPpjV7uwtheXKjCneixb.aFt7O7Le5o6iixJvQeNlq","student","Sam Ath","male","CMS100595"
"korng.ath.10b@school.edu","$2a$10$MSohe2z/2IE3TBO90FMsg.28jt1fDrlbcQX4YmFTFuR4uti.bjDra","student","Korng Ath","female","CMS100596"
"ros.ath.10c@school.edu","$2a$10$OzOwu.TYwgYqfJ7SA46EZew.DEJP.yzLhBw5uGETlhhlGLYt0/dd.","student","Ros Ath","male","CMS100597"
"chin.ath.10d@school.edu","$2a$10$RJB0ES/46BIfSNT4mZLHDuFvlcKg4XIKJVvCOmO0MrcEI9b9kiUgC","student","Chin Ath","female","CMS100598"
